id,name,sex,grau,grau.date,grau.obs,uc-entrada,uc-entrada.date,uc-entrada.obs,uc-saida,uc-saida.date,uc-saida.obs,faculdade,faculdade.date,faculdade.obs,nota-processamento,nota-processamento.date,nota-processamento.obs,naturalidade,naturalidade.date,naturalidade.obs,faculdade-original,faculdade-original.date,faculdade-original.obs
218635,Leandro de São José,m,Doutor em Teologia,1762-11-23,"Doutoramento 23.11.1762, Atos n.º 97, fl. 11",1753-10-01,1753-10-01,,1762-11-23,1762-11-23,,Teologia,1753-10-01,Teologia,,,,,,,,,
230716,Leonardo da Silveira,m,Doutor em Cânones,1562-07-05,Doutor 05.07.1562,1554-00-00,1554-00-00,,1562-07-05,1562-07-05,,Cânones,1554-00-00,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Cânones,Canavezes,1554-00-00,,,,
217611,Leonardo de Santo Agostinho,m,Doutor em Teologia,1631-01-05,Doutor 05.01.1631,1630-10-23,1630-10-23,,1631-01-05,1631-01-05,,Teologia,1630-10-23,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Teologia,,,,,,
212138,Leonardo de Sá,m,Doutor em Teologia,1697-06-09,Doutor 09.06.1697,1688-10-01,1688-10-01,,1697-06-09,1697-06-09,,Teologia,1688-10-01,Teologia,,,,,,,,,
193376,Levi Maria Jordão,m,Doutor em Direito,1853-06-19,"19.06.1853, fl. 115",1847-10-04,1847-10-04,,1853-07-13,1853-07-13,,Direito,1847-10-04,Direito,,,,Lisboa,1847-10-04,,,,
194732,Leão de Lacerda,m,Doutor em Teologia,1659-10-05,Doutor 05.10.1659,1648-03-04,1648-03-04,,1659-10-05,1659-10-05,,Teologia,1648-03-04,Teologia,,,,,,,,,
171825,Leão de Noronha,m,Doutor em Cânones,1634-07-19,Doutor 19.07.1634,1622-10-15,1622-10-15,,1634-07-19,1634-07-19,,Cânones,1622-10-15,Cânones,,,,Lisboa,1622-10-15,,,,
217896,Leão de São Bento,m,Doutor em Teologia,1610-06-27,Doutor 27.06.1610,1603-04-28,1603-04-28,,1610-06-27,1610-06-27,,Teologia,1603-04-28,Teologia,,,,,,,,,
146676,Lopo Duarte Angel,m,Doutor em Teologia,1614-06-22,"""1614/06/22""",1607-03-06,1607-03-06,,1614-06-22,1614-06-22,,Teologia,1607-03-06,Teologia,,,,Lisboa,1607-03-06,,,,
168350,Lopo Rodrigues Navarro,m,Doutor em Leis,1595-07-26,Doutor 26.07.1595,1582-01-16,1582-01-16,,1595-07-26,1595-07-26,,Leis,1582-01-16,Leis,,,,Moura,1582-01-16,,,,
232598,Lopo Soares,m,Doutor em Cânones,1607-05-27,Doutor 27.05.1607,1599-01-15,1599-01-15,,1607-11-14,1607-11-14,,Cânones,1599-01-15,Cânones,,,,Lamego,1599-01-15,,,,
233246,Lopo Soares de Albergaria,m,Doutor em Teologia,1577-01-27,Doutor em Teologia 27.01.1577,1573-10-01,1573-10-01,,1577-01-27,1577-01-27,,Teologia,1573-10-01,Teologia,,,,,,,,,
177091,Lopo da Gama,m,Doutor em Cânones,1555-12-22,Doutor em Cânones 22.12.1555,1548-04-11,1548-04-11,,1555-12-22,1555-12-22,,Cânones,1548-04-11,Cânones,,,,Lisboa,1548-04-11,,,,
151879,Lopo de Barros,m,Doutor em Cânones,1559-07-25,"""1559/07/25""",1559-07-13,1559-07-13,,1559-07-25,1559-07-25,,Cânones,1559-07-13,Cânones,,,,Leiria,1559-07-13,,,,
151883,Lopo de Barros,m,Doutor em Cânones,1575-02-06,"""1575/02/06""",1562-10-15,1562-10-15,,1575-02-06,1575-02-06,,Cânones,1562-10-15,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Barcelos,1562-10-15,,Leis,1562-10-15,
151883,Lopo de Barros,m,Doutor em Cânones,1575-02-06,"""1575/02/06""",1562-10-15,1562-10-15,,1575-02-06,1575-02-06,,Leis,1562-10-15,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Barcelos,1562-10-15,,Leis,1562-10-15,
182983,Lopo de Mesquita e Magalhães,m,Doutor em Leis,1759-07-16,Doutoramento 16.07.1759,1753-10-01,1753-10-01,,1759-07-16,1759-07-16,,Leis,1753-10-01,Leis,,,,Basto,1753-10-01,,,,
254125,Lourenço,m,Doutor em Teologia,1576-07-28,Doutor 28.07.1576,1569-10-01,1569-10-01,,1574-07-28,1574-07-28,,Teologia,1569-10-01,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Teologia,,,,,,
247383,Lourenço Batista Feio,m,Doutor em Teologia,1720-05-21,Doutor 21.05.1720,1716-01-07,1716-01-07,,1720-05-21,1720-05-21,,Teologia,1716-01-07,Teologia,,,,Lisboa,1716-01-07,,,,
215340,Lourenço Berardo de Melo Sampaio,m,Doutor em Cânones,1724-07-13,Doutor 13.07.1724,1719-10-01,1719-10-01,,1724-07-13,1724-07-13,,Cânones,1719-10-01,Cânones,,,,Quinta da Graciosa,1719-10-01,,,,
186937,Lourenço Botelho,m,Doutor em Teologia,1642-10-06,Doutor 06.10.1642,1637-07-18,1637-07-18,,1642-10-06,1642-10-06,,Teologia,1637-07-18,Teologia,,,,,,,,,
187814,Lourenço Brandão,m,Doutor em Cânones,1678-10-04,Doutor 04.10.1678,1670-10-20,1670-10-20,,1678-10-04,1678-10-04,,Cânones,1670-10-20,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Crato,1670-10-20,,Leis,1670-10-20,
187814,Lourenço Brandão,m,Doutor em Cânones,1678-10-04,Doutor 04.10.1678,1670-10-20,1670-10-20,,1678-10-04,1678-10-04,,Leis,1670-10-20,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Crato,1670-10-20,,Leis,1670-10-20,
228439,Lourenço Caetano da Silva,m,Doutor em Leis,1729-10-04,Doutor 04.10.1729,1723-10-01,1723-10-01,,1729-10-04,1729-10-04,,Leis,1723-10-01,Leis,,,,Porto,1723-10-01,,,,
229921,Lourenço Carneiro Rotja ? (padre),m,Doutor em Cânones,1680-02-18,Doutor 1680.02.18,1673-10-15,1673-10-15,,1680-02-18,1680-02-18,,Cânones,1673-10-15,Cânones,,,,Porto,1673-10-15,,,,
197695,Lourenço Correia,m,Doutor em Leis,1652-05-26,Doutor 26.05.1652,1644-10-25,1644-10-25,,1652-11-10,1652-11-10,,Leis,1644-10-25,Leis,,,,Porto,1644-10-25,,,,
206121,Lourenço Coutinho,m,Doutor em Cânones,1622-06-26,Doutor 26.06.1622,1613-12-01,1613-12-01,,1622-06-26,1622-06-26,,Cânones,1613-12-01,Cânones,,,,Lisboa,1613-12-01,,,,
217384,Lourenço José de Santiago,m,Doutor em Cânones,1770-10-14,"Doutoramento 14.10.1770, Atos n.º 105, fl. 23v.",1763-10-01,1763-10-01,,1770-10-14,1770-10-14,,Cânones,1763-10-01,Cânones,,,,Porto,1763-10-01,,,,
147044,Lourenço Justiano da Anunciação,m,Doutor em Teologia,1710-10-19,"""1710/10/19""",1702-10-01,1702-10-01,,1710-10-19,1710-10-19,,Teologia,1702-10-01,Teologia,,,,,,,,,
247765,Lourenço Mourão,m,Doutor em Cânones,1561-04-20,grau de doutor em Cânones 1561.04.20,1553-00-00,1553-00-00,,1561-04-20,1561-04-20,,Cânones,1553-00-00,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Cânones,Lamego,1553-00-00,,,,
157156,Lourenço Pires de Carvalho,m,Doutor em Cânones,1664-12-12,12.12.1664,1657-11-16,1657-11-16,,1664-12-12,1664-12-12,,Cânones,1657-11-16,Cânones,,,,Lisboa,1657-11-16,,,,
217967,Lourenço Vieira,m,Doutor em Medicina,1555-07-21,Doutor: 21.07.1555,1547-00-00,1547-00-00,,1555-07-21,1555-07-21,,Medicina,1547-00-00,Medicina,,,,Guimarães,1547-00-00,,,,
218639,Lourenço de São José,m,Doutor em Teologia,1755-10-04,"Doutoramento 04.10.1755, Atos n.º 90, fl. 3",1751-10-01,1751-10-01,,1755-10-04,1755-10-04,,Teologia,1751-10-01,Teologia,,,,,,,,,
206130,Lourenço do Desterro Coutinho,m,Doutor em Teologia,1798-10-21,"21.10.1798, Atos Grandes n.º 2, fl. 175",1792-10-29,1792-10-29,,1798-10-21,1798-10-21,,Teologia,1792-10-29,Teologia,,,,Arcozelo,1792-10-29,,,,
241714,Lucas Fernandes Falcão,m,Doutor em Direito,1868-07-26,"26.07.1868, n.º 5, fl. 63",1861-10-02,1861-10-02,,1868-07-26,1868-07-26,,Direito,1861-10-02,Direito,,,,Miranda do Corvo,1861-10-02,,,,
182060,Lucas José Gonçalves Machado,m,Doutor em Teologia,1841-07-25,"Doutoramento 25.07.1841, Atos grandes n.º 3, fl. 94v.",1825-10-29,1825-10-29,,1841-07-25,1841-07-25,,Teologia,1825-10-29,Teologia,,,,Coimbra,1825-10-29,,,,
221694,Lucas de Seabra,m,Doutor em Cânones,1711-10-11,Doutor 11.10.1711,1703-11-09,1703-11-09,,1711-10-11,1711-10-11,,Cânones,1703-11-09,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Lobão,1703-11-09,,Cânones,1703-11-09,
221694,Lucas de Seabra,m,Doutor em Cânones,1711-10-11,Doutor 11.10.1711,1703-11-09,1703-11-09,,1711-10-11,1711-10-11,,Leis,1703-11-09,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Lobão,1703-11-09,,Cânones,1703-11-09,
286251,Luís Adelino da Cunha Dantas e Mendonça,m,Doutor em (Leis),1840-02-06,"Doutoramento 06.02.1840, Atos grandes n.º 4, fl. 104v.",1837-06-30,1837-06-30,,1840-02-06,1840-02-06,,(Leis),1837-06-30,,Erro: valor não corresponde a Faculdade nesta data,2022-05-01, Leis em 1840-02-06,Coimbra,1837-06-30,,Leis,1837-06-30,
286251,Luís Adelino da Cunha Dantas e Mendonça,m,Doutor em (Leis),1840-02-06,"Doutoramento 06.02.1840, Atos grandes n.º 4, fl. 104v.",1837-06-30,1837-06-30,,1840-02-06,1840-02-06,,(Leis),1837-06-30,,"Faculdade corrigida, combinação incomum",2022-05-01, Leis em 1840-02-06,Coimbra,1837-06-30,,Leis,1837-06-30,
141401,Luís Afonso,m,Doutor em Cânones,1555-06-04,"""1555/06/04""",1546-10-00,1546-10-00,,1555-06-04,1555-06-04,,Cânones,1546-10-00,Cânones,,,,Lisboa,1546-10-00,,,,
170652,Luís Alves da Nobrega,m,Doutor em Cânones,1743-07-11,"Doutoramento 11.07.1743 Atos n.º77, fl. 176.",1736-10-01,1736-10-01,,1743-07-11,1743-07-11,,Cânones,1736-10-01,Cânones,,,,Vila Real,1736-10-01,,,,
199136,Luís Alves de Távora,m,Doutor em Cânones,1641-06-29,29.06.1641,1641-04-24,1641-04-24,,1649-11-06,1649-11-06,,Cânones,1641-04-24,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Teologia.",São Miguel do Outeiro,1641-04-24,,Cânones,1641-04-24,
199136,Luís Alves de Távora,m,Doutor em Cânones,1641-06-29,29.06.1641,1641-04-24,1641-04-24,,1649-11-06,1649-11-06,,Teologia,1641-04-24,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Teologia.",São Miguel do Outeiro,1641-04-24,,Cânones,1641-04-24,
216444,Luís António Carlos Furtado de Mendonça,m,Doutor em Cursos jurídicos (Cânones ou Leis),1790-07-18,"Doutoramento 18.07.1790, Atos grandes n.º 1, fl. 185v.",1783-10-01,1783-10-01,,1790-07-18,1790-07-18,,Cursos jurídicos (Cânones ou Leis),1783-10-01,Direito,,,,"Rio de Janeiro, Brasil",1783-10-01,,,,
228585,Luís António Vaz da Silva,m,Doutor em Cânones,1758-06-27,"Doutoramento 27.06.1758, Atos n.º 92, fl. 119",1750-10-20,1750-10-20,,1763-10-01,1763-10-01,,Cânones,1750-10-20,Cânones,,,,São Julião de Serafão,1750-10-20,,,,
216992,Luís António de Santa Maria da Graça,m,Doutor em Teologia,1799-10-06,"Doutoramento 06.10.1799, Atos grandes n.º 2, fl. 176v.",1793-10-31,1793-10-31,,1799-06-18,1799-06-18,,Teologia,1793-10-31,Teologia,,,,Arrifana de Santa Maria,1793-10-31,,,,
182998,Luís Barbosa de Magalhães,m,Doutor em Cânones,1754-07-09,"Doutoramento 09.07.1754, Atos n.º 88, fl. 130",1748-01-15,1748-01-15,,1754-07-09,1754-07-09,,Cânones,1748-01-15,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Viana,1748-01-15,,Leis,1748-01-15,
182998,Luís Barbosa de Magalhães,m,Doutor em Cânones,1754-07-09,"Doutoramento 09.07.1754, Atos n.º 88, fl. 130",1748-01-15,1748-01-15,,1754-07-09,1754-07-09,,Leis,1748-01-15,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Viana,1748-01-15,,Leis,1748-01-15,
188667,Luís Basto de Brito,m,Doutor em Leis,1571-05-27,Doutor 27.05.1571,1560-10-01,1560-10-01,,1571-03-18,1571-03-18,,Leis,1560-10-01,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Leis,Beja,1560-10-01,,,,
186944,Luís Botelho,m,Doutor em Teologia,1725-10-12,Doutor 12.10.1725,1719-10-01,1719-10-01,,1725-10-12,1725-10-12,,Teologia,1719-10-01,Teologia,,,,,,,,,
132829,Luís Botelho de Queirós,m,Doutor em Cânones,1706-10-24,Doutor 24.10.1706,1700-10-01,1700-10-01,,1706-10-24,1706-10-24,,Cânones,1700-10-01,Cânones,,,,Vila Real,1700-10-01,,,,
234345,Luís Caetano Lobo,m,Doutor em Direito,1851-05-25,"Doutoramento 25.05.1851, Atos grandes n.º 4, fl. 113v.",1841-10-30,1841-10-30,,1846-10-07,1846-10-07,,Direito,1841-10-30,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Direito,Teologia.","Goa, Índia",1841-10-30,Goa (Índia),Teologia,1841-10-30,
234345,Luís Caetano Lobo,m,Doutor em Direito,1851-05-25,"Doutoramento 25.05.1851, Atos grandes n.º 4, fl. 113v.",1841-10-30,1841-10-30,,1846-10-07,1846-10-07,,Direito,1841-10-30,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Teologia para Direito,Teologia.","Goa, Índia",1841-10-30,Goa (Índia),Teologia,1841-10-30,
234345,Luís Caetano Lobo,m,Doutor em Direito,1851-05-25,"Doutoramento 25.05.1851, Atos grandes n.º 4, fl. 113v.",1841-10-30,1841-10-30,,1846-10-07,1846-10-07,,Teologia,1841-10-30,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Direito,Teologia.","Goa, Índia",1841-10-30,Goa (Índia),Teologia,1841-10-30,
234345,Luís Caetano Lobo,m,Doutor em Direito,1851-05-25,"Doutoramento 25.05.1851, Atos grandes n.º 4, fl. 113v.",1841-10-30,1841-10-30,,1846-10-07,1846-10-07,,Teologia,1841-10-30,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Teologia para Direito,Teologia.","Goa, Índia",1841-10-30,Goa (Índia),Teologia,1841-10-30,
242658,Luís Coelho Pimentel,m,Doutor em Cânones,1719-07-26,26.07.1719,1713-10-01,1713-10-01,,1719-07-26,1719-07-26,,Cânones,1713-10-01,Cânones,,,,Santo Varão,1713-10-01,,,,
197721,Luís Correia,m,Doutor em Cânones,1567-06-08,Doutor 08.06.1567,1567-03-13,1567-03-13,,1567-04-27,1567-04-27,,Cânones,1567-03-13,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Cânones,Lisboa,1567-03-13,,,,
197723,Luís Correia,m,Doutor em Cânones,1624-07-07,Doutor 07.07.1624,1617-11-12,1617-11-12,,1624-07-07,1624-07-07,,Cânones,1617-11-12,Cânones,,,,Lisboa,1617-11-12,,,,
197716,Luís Correia,m,Doutor em Teologia,1798-10-21,"Doutoramento 21.10.1798, Atos grandes n.º 2, fl. 175v.",1792-10-26,1792-10-26,,1798-10-21,1798-10-21,,Teologia,1792-10-26,Teologia,,,,Cumieira,1792-10-26,,,,
239901,Luís Correia Perestrelo,m,Doutor em Cânones,1745-07-26,"Doutoramento 26.07.1745, Atos n.º 79, fl. 185",1740-10-27,1740-10-27,,1745-07-26,1745-07-26,,Cânones,1740-10-27,Cânones,,,,Ilha da Madeira,1740-10-27,,,,
185501,Luís Ferreira Bernardes,m,Doutor em Cânones,1663-07-29,Doutor 29.07.1663,1653-10-22,1653-10-22,,1663-07-29,1663-07-29,,Cânones,1653-10-22,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Torres Vedras,1653-10-22,,Cânones,1653-10-22,
185501,Luís Ferreira Bernardes,m,Doutor em Cânones,1663-07-29,Doutor 29.07.1663,1653-10-22,1653-10-22,,1663-07-29,1663-07-29,,Leis,1653-10-22,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Torres Vedras,1653-10-22,,Cânones,1653-10-22,
141041,Luís Filipe de Abreu,m,Doutor em Direito,1859-07-31,"31.07.1859, Atos e Graus n.º 4, fl. 124",1853-10-28,1853-10-28,,1859-07-31,1859-07-31,,Direito,1853-10-28,Direito,,,,Lisboa,1853-10-28,,,,
183004,Luís Freire de Magalhães,m,Doutor em Cânones,1706-02-03,Doutor 03.02.1706,1698-10-01,1698-10-01,,1706-02-03,1706-02-03,,Cânones,1698-10-01,Cânones,,,,Arrifana de Sousa,1698-10-01,,,,
152102,Luís Gomes de Basto,m,Doutor em Cânones,1627-12-28,"""1627/12/28""",1621-10-02,1621-10-02,,1627-12-28,1627-12-28,,Cânones,1621-10-02,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Coimbra,1621-10-02,,Cânones,1621-10-02,
152102,Luís Gomes de Basto,m,Doutor em Cânones,1627-12-28,"""1627/12/28""",1621-10-02,1621-10-02,,1627-12-28,1627-12-28,,Leis,1621-10-02,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Coimbra,1621-10-02,,Cânones,1621-10-02,
188673,Luís Gonzaga de Carvalho e Brito,m,Doutor em Cânones,1786-10-12,"Doutoramento 12.10.1786, Atos grandes n.º 1, fl. 179",1769-11-15,1769-11-15,,1784-10-12,1784-10-12,,Cânones,1769-11-15,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Teologia.",Coimbra,1769-11-15,,Cânones,1769-11-15,
188673,Luís Gonzaga de Carvalho e Brito,m,Doutor em Cânones,1786-10-12,"Doutoramento 12.10.1786, Atos grandes n.º 1, fl. 179",1769-11-15,1769-11-15,,1784-10-12,1784-10-12,,Teologia,1769-11-15,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Teologia.",Coimbra,1769-11-15,,Cânones,1769-11-15,
179610,Luís Gonçalves,m,Doutor em Cânones,1572-04-27,Doutor 27.04.1572,1559-11-03,1559-11-03,,1572-04-27,1572-04-27,,Cânones,1559-11-03,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Cânones,Ribafria,1559-11-03,,,,
139575,Luís Guedes Carneiro,m,Doutor em Cânones,1673-07-26,26.07.1673,1660-10-15,1660-10-15,,1676-03-31,1676-03-31,,Cânones,1660-10-15,Cânones,,,,Porto,1660-10-15,,,,
228615,Luís Joaquim Correia da Silva,m,Doutor em Leis,1778-06-21,"Doutoramento 21.06.1778, Atos n.º1, fl.179v.",1768-10-01,1768-10-01,,1778-06-21,1778-06-21,,Leis,1768-10-01,Leis,,,,Sabará,1768-10-01,,,,
191211,Luís Joaquim de Oliveira e Castro,m,Doutor em Direito,1850-07-25,"Doutoramento 25.07.1850, Atos grandes n.º 4, fl. 113",1843-10-11,1843-10-11,,1850-07-25,1850-07-25,,Direito,1843-10-11,Direito,,,,Porto,1843-10-11,,,,
176161,Luís José Fernandes de Oliveira,m,Doutor em Cursos jurídicos (Cânones ou Leis),1819-08-01,"Doutoramento 01.08.1819, fl. 94.",1814-10-31,1814-10-31,,1819-08-01,1819-08-01,,Cursos jurídicos (Cânones ou Leis),1814-10-31,Direito,,,,"São Miguel de Pé, Minas Gerais, Brasil",1814-10-31,,,,
202847,Luís José da Costa,m,Doutor em Teologia,1789-07-31,"Doutoramento 31.07.1789, Atos grandes n.º 1, fl. 127v.",1783-10-31,1783-10-31,,1789-07-31,1789-07-31,,Teologia,1783-10-31,Teologia,,,,Taboaço,1783-10-31,,,,
152440,Luís José de Vasconcelos Azevedo Silva Carvajal,m,Doutor em Direito,1854-07-23,"23.07.1854, fl. 116 v.",1845-10-31,1845-10-31,,1851-10-15,1851-10-15,,Direito,1845-10-31,Direito,,,,Lisboa,1845-10-31,,,,
192120,Luís Leite Pereira Jardim,m,Doutor em Direito,1867-01-27,"27.01.1867, fl. 133",1860-10-03,1860-10-03,,1867-01-27,1867-01-27,,Direito,1860-10-03,Direito,,,,Coimbra,1860-10-03,,,,
270252,Luís Leonardo de Vasconcelos e Almeida,m,Doutor em Teologia,1779-07-26,"26.07.1779, Atos Grandes nº 1, fl. 112",1774-06-10,1774-06-10,,1779-07-26,1779-07-26,,Teologia,1774-06-10,Teologia,,,,São João,1774-06-10,,,,
157635,Luís Lopes de Carvalho,m,Doutor em Cânones,1574-05-09,Doutor - 09.05.1574,1564-04-21,1564-04-21,,1574-05-09,1574-05-09,,Cânones,1564-04-21,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1564-04-21,,Leis,1564-04-21,
157635,Luís Lopes de Carvalho,m,Doutor em Cânones,1574-05-09,Doutor - 09.05.1574,1564-04-21,1564-04-21,,1574-05-09,1574-05-09,,Leis,1564-04-21,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1564-04-21,,Leis,1564-04-21,
182062,Luís Machado,m,Doutor em Leis,1707-05-03,Doutor 03.05.1707,1701-10-01,1701-10-01,,1707-05-03,1707-05-03,,Leis,1701-10-01,Leis,,,,Vila do Conde,1701-10-01,,,,
201167,Luís Machado Teixeira,m,Doutor em Cânones,1773-07-03,"Doutoramento 03.07.1773 Atos n.º 1, fl. 4v.",1766-10-01,1766-10-01,,1773-07-03,1773-07-03,,Cânones,1766-10-01,Cânones,,,,"Baía, Brasil",1766-10-01,,,,
232650,Luís Manuel Soares,m,Doutor em Teologia,1786-10-12,,1786-10-12,1786-10-12,,1793-01-10,1793-01-10,,Teologia,1786-10-12,Teologia,,,,Coimbra,1786-10-12,,,,
133941,Luís Maria da Silva Ramos,m,Doutor em Teologia,1866-12-23,"Doutoramento 23.12.1866, Atos n.º 4, fl. 97.",1860-10-10,1860-10-10,,1866-12-23,1866-12-23,,Teologia,1860-10-10,Teologia,,,,Braga,1860-10-10,,,,
151397,Luís Mendes Barreto,m,Doutor em Leis,1598-07-30,"""1598/07/30""",1589-01-24,1589-01-24,,1598-07-30,1598-07-30,,Leis,1589-01-24,Leis,,,,Fronteira,1589-01-24,,,,
250832,Luís Moniz,m,Doutor em Teologia,1633-07-30,30.07.1633,1633-06-27,1633-06-27,,1633-07-30,1633-07-30,,Teologia,1633-06-27,Teologia,,,,,,,,,
247226,Luís Monteiro Ferreira,m,Doutor em Cânones,1729-07-21,Doutor 21.07.1729,1723-10-01,1723-10-01,,1729-07-21,1729-07-21,,Cânones,1723-10-01,Cânones,,,,Porto,1723-10-01,,,,
171517,Luís Nogueira,m,Doutor em Teologia,1684-07-02,Doutor 02.07.1684,1676-10-14,1676-10-14,,1684-07-02,1684-07-02,,Teologia,1676-10-14,Teologia,,,,Coimbra,1676-10-14,,,,
237161,Luís Pereira,m,Doutor em Cânones,1575-10-30,Doutor: 30.10.1575,1564-00-00,1564-00-00,,1576-05-31,1576-05-31,,Cânones,1564-00-00,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Évora,1564-00-00,,Leis,1564-00-00,
237161,Luís Pereira,m,Doutor em Cânones,1575-10-30,Doutor: 30.10.1575,1564-00-00,1564-00-00,,1576-05-31,1576-05-31,,Leis,1564-00-00,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Évora,1564-00-00,,Leis,1564-00-00,
237120,Luís Pereira,m,Doutor em Teologia,1630-07-21,Doutor: 21.07.1630,1626-05-01,1626-05-01,,1630-07-21,1630-07-21,,Teologia,1626-05-01,Teologia,,,,,,,,,
228678,Luís Pereira da Silva,m,Doutor em Cânones,1701-07-17,Doutor 17.07.1701,1694-10-01,1694-10-01,,1701-07-17,1701-07-17,,Cânones,1694-10-01,Cânones,,,,"São Cristóvão, Coimbra",1694-10-01,São Cristóvão (Coimbra),,,
309756,Luís Pereira da Silva,m,Doutor em Cânones,1734-07-15,Doutoramento 15.07.1734,1734-02-16,1734-02-16,,1734-07-15,1734-07-15,,Cânones,1734-02-16,Cânones,,,,,,,,,
239925,"Luís Perhote, frei da Trindade",m,Doutor em Teologia,1640-10-04,04.10.1640,1639-04-12,1639-04-12,,1640-10-04,1640-10-04,,Teologia,1639-04-12,Teologia,,,,,,,,,
192124,Luís Queirós Cerqueira,m,Doutor em Cânones,1702-10-12,Doutor 12.10.1702,1694-10-01,1694-10-01,,1702-10-12,1702-10-12,,Cânones,1694-10-01,Cânones,,,,Amarante,1694-10-01,,,,
163690,Luís Ribeiro Guimarães Dracha,m,Doutor em Teologia,1830-07-27,"27.07.1830, Atos Grandes n.º 3, fl. 90",1823-11-22,1823-11-22,,1830-07-27,1830-07-27,,Teologia,1823-11-22,Teologia,,,,Sardoal,1823-11-22,,,,
211630,Luís Ribeiro de Leiva,m,Doutor em Cânones,1610-03-21,Doutor 21.03.1610,1592-12-01,1592-12-01,,1610-03-21,1610-03-21,,Cânones,1592-12-01,Cânones,,,,Lisboa,1592-12-01,,,,
318446,Luís Rodrigues Vilares,m,Doutor em Cânones,1778-07-03,"Doutoramento 3.07.1778, Atos n.º 1, fl. 261",1775-05-30,1775-05-30,,1778-07-30,1778-07-30,,Cânones,1775-05-30,Cânones,,,,"São Paulo, Brasil",1775-05-30,,,,
165231,Luís Rodrigues de Elvas,m,Doutor em Cânones,1670-07-26,26.07.1670 (?),1664-10-07,1664-10-07,,1671-07-10,1671-07-10,,Cânones,1664-10-07,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1664-10-07,,Leis,1664-10-07,
165231,Luís Rodrigues de Elvas,m,Doutor em Cânones,1670-07-26,26.07.1670 (?),1664-10-07,1664-10-07,,1671-07-10,1671-07-10,,Leis,1664-10-07,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1664-10-07,,Leis,1664-10-07,
213919,Luís Salgado,m,Doutor em Cânones,1717-07-31,Doutor 31.07.1717,1711-10-01,1711-10-01,,1717-07-31,1717-07-31,,Cânones,1711-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1711-10-01,,Leis,1711-10-01,
213919,Luís Salgado,m,Doutor em Cânones,1717-07-31,Doutor 31.07.1717,1711-10-01,1711-10-01,,1717-07-31,1717-07-31,,Leis,1711-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1711-10-01,,Leis,1711-10-01,
